name,url,description,job_levels,languages,assessment_length,test_types,remote_testing,downloads
Healthcare Aide 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/healthcare-aide-7-0-solution/,"Our Healthcare Aide 7.0 solution is designed for individually-oriented, entry-level positions that directly support another person's health and well-being. The solution covers a wide variety of positions, and assesses behaviors critical for patient support roles including: understanding and following detailed instructions; administering personal care; being respectful and tolerant of patients; preparing and maintaining records of patient progress and services performed; and working hard to meet or exceed patient needs.  
Potential job titles that use this solution include: Personal Care Aide, Healthcare Aide, Home Health Aide, Dental Assistant.
Report Language Availability: English (USA), Latin American Spanish.","Entry-Level,","English (USA), French (Canada), Latin American Spanish,",Approximate Completion Time in minutes = 22,B,No,"[{'name': 'Sample Report - Interview', 'url': 'https://service.shl.com/docs/Healthcare Aide Candidate Interview Report NAS.pdf'}, {'name': 'Sample Report - Development', 'url': 'https://service.shl.com/docs/Healthcare Aide Candidate Development Report NAS.pdf'}, {'name': 'Sample Report - Detailed', 'url': 'https://service.shl.com/docs/Healthcare Aide Candidate Detailed Report NAS.pdf'}, {'name': 'Sample Report - Detailed', 'url': 'https://service.shl.com/docs/Healthcare Aide 7.0 Detailed Report.pdf'}, {'name': 'Sample Report - Development', 'url': 'https://service.shl.com/docs/Healthcare Aide 7.0 Development Report.pdf'}, {'name': 'Sample Report – Interview', 'url': 'https://service.shl.com/docs/Healthcare Aide 7.0 Interview Report.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/7.0HealthcareAide_FactSheet(USE)v2.pdf'}]"
Healthcare Call Center Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/healthcare-call-center-agent-solution/,"The Healthcare Call Center Agent solution is for entry-level positions in an inbound healthcare call center environment.  Sample tasks for this job include, but are not limited to: taking and receiving information from patients over the phone, working between computer screens, and entering information into a computer.  Potential job titles that use this solution are: Call Center Representative, Receptionist, and Switchboard Operator.  Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 44,"A, B, P, S",No,"[{'name': 'Fact Sheet Healthcare Call Center Agent One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Healthcare Call Center Agent One Sitting_USE.pdf'}]"
Healthcare Service Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/healthcare-service-associate-solution/,"The Healthcare Service Associate solution is for entry-level positions in a healthcare environment that require the employee to interact with patients.  Sample tasks for this job include, but are not limited to: delivering food to patients, cleaning patient rooms, and welcoming guests to the hospital.  Potential job titles that use this solution are: Housekeepers, Dietary Aides, and Guest Services Coordinator. There are multiple configurations and versions of this solution available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 37,"A, B, P",No,"[{'name': 'Fact Sheet Healthcare Service Associate One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Healthcare Service Associate One Sitting_USE.pdf'}]"
Healthcare Support Specialist Solution,https://www.shl.com/solutions/products/product-catalog/view/healthcare-support-specialist-solution/,"The Healthcare Support Specialist solution is for entry-level positions in a healthcare environment that do not require the employee to interact with patients.  Sample tasks for this job include, but are not limited to: preparing food for patients, washing hospital linens, and cleaning the healthcare facility.  Potential job titles that use this solution are: Janitors, Food Preparation Workers, and Laundry Associates.  Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 30,"A, B, P",No,"[{'name': 'Fact Sheet Healthcare Support Specialist One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Healthcare Support Specialist One Sitting_USE.pdf'}]"
Home Health Aide Solution,https://www.shl.com/solutions/products/product-catalog/view/home-health-aide-solution/,"The Home Health Aide solution is for entry-level positions in an in-home or group home environment.  Sample tasks for this job include, but are not limited to: monitoring vital signs and medication intake, administering bedside and personal care such as ambulation and personal hygiene, and preparing and maintaining records of patient progress and services performed.  Potential job titles that use this solution are: Personal Care Aide, Home Health Aide, Residential Assistant, and Certified Nursing Assistant. There are multiple configurations and versions of this solution available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 41,"A, B, P",No,"[{'name': 'Fact Sheet Home Health Aide One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Home Health Aide One Sitting_USE.pdf'}]"
Hospitality Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/hospitality-manager-solution/,"The Hospitality Manager solution is designed for management level positions in the hospitality industry. Sample tasks include overall property management, managing staff and managing the guest experience. The solution is focused on managing business operations, managing staff, solving problems, making good decisions and maintaining focus on the customer. Potential job titles that use this solution are: Property Manager, Property Director, Hotel Manager and Hospitality Manager. Multiple configurations of this solution are available.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 57,"A, B, K, P",No,"[{'name': 'Fact Sheet Hospitality Suite Hospitality Manager One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Hospitality Suite Hospitality Manager One Sitting_USE.pdf'}]"
Host Solution,https://www.shl.com/solutions/products/product-catalog/view/host-solution/,"The Host solution is designed for entry level positions in the hospitality industry. Sample tasks include greeting guests, managing wait lists and showing guests to their tables. The solution is focused on work ethic and customer focus. Potential job titles that use this solution are: Host, Hostess and Greeter. There are multiple configurations and versions of this solution available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 30,"B, P",No,"[{'name': 'Fact Sheet Hospitality Suite Host One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Hospitality Suite Host One Sitting_USE.pdf'}]"
Industrial - Entry Level 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/industrial-entry-level-7-0-solution/,"Our Industrial – Entry Level 7.0 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe performance in general or light industrial roles. The solution covers a wide variety of entry-level positions, and assesses behaviors including: following policies and procedures; general facility upkeep; producing high quality work; maintaining an orderly work environment; wearing required protective equipment; and being thorough.
Potential job titles that use this solution include: Laborer, Custodians, Building and Grounds Maintenance Workers, Handyman.
Report Language Availability: English (USA), Latin American Spanish.","Entry-Level,","French (Canada), English (USA), English International, Latin American Spanish,",Approximate Completion Time in minutes = 20,B,No,"[{'name': 'Industrial Entry Level Detailed Report', 'url': 'https://service.shl.com/docs/Industrial Entry Level Candidate Detailed Report NAS.pdf'}, {'name': 'Industrial Entry Level Development Report', 'url': 'https://service.shl.com/docs/Industrial Entry Level Candidate Development Report NAS.pdf'}, {'name': 'Industrial Entry Level Interview Report', 'url': 'https://service.shl.com/docs/Industrial Entry Level Candidate Interview Report NAS.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/7.0Industrial_EntryLevel_FactSheet(USE)v2.pdf'}, {'name': 'Industrial Entry Level Detailed Report', 'url': 'https://service.shl.com/docs/Industrial_EntryLevel_DetailedReport.pdf'}, {'name': 'Industrial Entry Level Development Report', 'url': 'https://service.shl.com/docs/Industrial_EntryLevel_DevelopmentReport.pdf'}, {'name': 'Industrial Entry Level Interview Report', 'url': 'https://service.shl.com/docs/Industrial_EntryLevel_InterviewReport.pdf'}]"
Industrial - Entry Level 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/industrial-entry-level-7-1-%28americas%29/,"Our Industrial – Entry Level 7.1 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe performance in general or light industrial roles. The solution covers a wide variety of entry-level positions, and assesses behaviors including: following policies and procedures; general facility upkeep; producing high quality work; maintaining an orderly work environment; wearing required protective equipment; and being thorough.
Potential job titles that use this solution include: Laborer, Custodians, Building and Grounds Maintenance Workers, Handyman.
“IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International and Americas"".","Entry-Level,","English (USA), French (Canada), Portuguese (Brazil), Latin American Spanish,",Approximate Completion Time in minutes = 20,B,No,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_CandidateReport_CFR.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_DetailedReport_CFR.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_InterviewReport_CFR.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_CandidateReport_ELA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_DetailedReport_ELA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_InterviewReport_ELA.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_CandidateReport_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_DetailedReport_USE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_InterviewReport_USE.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_CandidateReport_BRA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_DetailedReport_BRA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_Americas_InterviewReport_BRA.pdf'}]"
Industrial - Entry Level 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/industrial-entry-level-7-1-%28international%29/,"Our Industrial – Entry Level 7.1 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe performance in general or light industrial roles. The solution covers a wide variety of entry-level positions, and assesses behaviors including: following policies and procedures; general facility upkeep; producing high quality work; maintaining an orderly work environment; wearing required protective equipment; and being thorough.
Potential job titles that use this solution include: Laborer, Custodians, Building and Grounds Maintenance Workers, Handyman.
“IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International and Americas"".","Entry-Level,","Dutch, Norwegian, German, English International, Portuguese (Brazil), English (USA), French (Canada),",Approximate Completion Time in minutes = 20,B,No,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_CandidateReport_INT.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_DetailedReport_INT.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_InterviewReport_INT.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_CandidateReport_CFR.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_DetailedReport_CFR.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_InterviewReport_CFR.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_CandidateReport_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_DetailedReport_USE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_InterviewReport_USE.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_CandidateReport_NED.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_DetailedReport_NED.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_InterviewReport_NED.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_CandidateReport_DEU.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_DetailedReport_DEU.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_InterviewReport_DEU.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_CandidateReport_NOR.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_DetailedReport_NOR.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_InterviewReport_NOR.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_CandidateReport_BRA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_DetailedReport_BRA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Industrial-EntryLevel7.1_International_InterviewReport_BRA.pdf'}]"
